Brand,Name,Price,Size,Rating,Details,Ingredients
stila,Stay All Day® 10-In-One HD Illuminating Beauty Balm With Broad Spectrum SPF 30,$38.00 ,SIZE 1.3 oz,4.1 / 5 stars,"What it is:
An all-in-one, high-definition, age-defying beauty balm enriched with broad-spectrum SPF 30. 

What it does:
- Multipurpose beauty balm to produce a youthful-looking, radiant complexion 
- Features SPF 30 sun protection 
- Comes in one universal shade 

Lighten up! Add a touch of illumination with this revolutionary, oil-free formula that uses the smallest particle of coated pigments for seamless, smooth coverage. Ideal for all skin types and skin tones, this beauty balm gives skin a lit-from-within glow. The formula is infused with innovative micro-spheres, which have been shown to hide skin imperfections and reduce the appearance of wrinkle depth by up to 84 percent. It also contains natural, skin-protecting emollients, which have been shown to increase antioxidant activity by up to 89.7 percent. Enriched with a proprietary blend, this balm helps reduce skin inflammation, improve texture, support natural collagen production, and reduce the appearance of wrinkles by up to 67 percent. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

What else you need to know:
Beauty Balms or BB Creams were originally developed as a perfect post-procedure cream used to treat, hydrate, prime, protect, and camouflage the skin. Great for all skin types including those with sensitive skin, these versatile “five-in-one” formulas are designed to do it all: treat with high levels of active skin care ingredients; moisturize and smooth dehydrated skin; prime and perfect skin’s surface; camouflage and color correct the skin tone; and protect skin from the sun with SPF. They can be used as a last step for their skin care benefits or used on their own as an instant beautifier. ","-Octinoxate
-Zinc Oxide 

Butylphenyl Methyl Propional, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Caprylyl Glycol, Cyclopentasiloxane, Decarboxy Carnosine HCl, Dimethicone, Dimethicone Crosspolymer , Ethylhexylglycerin, Fragrance/Parfum, Gly"
TOM FORD,Traceless Perfecting Foundation Broad Spectrum SPF 15,$85.00 ,SIZE 1 oz/ 30 mL,3.8 / 5 stars,"Coverage:
? Medium

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Natural

SPF:
- 15

What it is:
 A natural, longwearing, humidity-resistant foundation with buildable medium-to-full coverage.

What it does:
The traceless perfecting foundation SPF 15 moisturizes and evens skin tone, creating a flawless, supple, and poreless canvas on which to sculpt the features. Its state-of-the-art formulation includes the skin-nourishing TOM FORD Infusing Complex to smooth and support skin and help diminish the appearance of fine lines and wrinkles. The formula offers buildable, medium-to-full coverage. SPF broad spectrum sun protection shields skin from UVA/UVB damage.

Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com to get personalized advice on how to use this product or assistance with any Tom Ford product","Octinoxate 2.90%, Titanium Dioxide 1.60%Ingredients"
Shiseido,The Makeup Powdery Foundation,$32.00 ,SIZE 0.38 oz,4.5 / 5 stars,"What it is:
 A lightweight powder compact foundation. 

What it does:
 This beautiful foundation can be applied wet or dry to provide a soft, velvety matte finish while offering UV ray protection with SPF 14 to 17. It reduces shine with oil-absorbing powder, minimizes the visibility of pores, and softens imperfections. Formulated with Multi-Nutrient Factor, an advanced moisturizer, this product is recommended for normal to oily skin types. 

What else you need to know:
 This compact makes it easy to transport your powdery foundation. With a spot inside for your sponge applicator, you can grab and go for touch-ups anytime and anywhere. The case and refill are sold separately. 

Beauty Tip:
 Step up your sun safety regimen by applying Shiseido Wetforce Ultimate Sun Protection Lotion Broad Spectrum SPF 50+ For Face/Body before your foundation. ",N/A
Estée Lauder,DayWear BB Anti-Oxidant Beauty Benefit Crème SPF 35,$42.00 - $43.00,SIZE 1 oz/ 30 mL,3.7 / 5 stars,"What it is:
An all-in-one BB cream that instantly hydrates and helps to protect and perfect the look of skin in one easy step. 

What it does:
- Ultralight, multifunctional beauty balm to protect, perfect, tint, and moisturize skin 
- Features SPF 35 sun protection 
- Comes in four shades 

This lightweight, high-performance BB cream instantly gives skin a healthy look. With a super antioxidant complex and SPF 35, it provides powerful antioxidant protection against every key type of free radical damage. Meanwhile, brightening optics and pigments minimize the appearance of skin’s imperfections and create an even-toned complexion. Along with deep, long-lasting hydration, this moisturizing tint helps keep skin in balance by minimizing excess surface oil. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

What else you need to know:
Beauty Balms or BB Creams were originally developed as a perfect post-procedure cream used to treat, hydrate, prime, protect, and camouflage the skin. Great for all skin types including those with sensitive skin, these versatile “five-in-one” formulas are designed to do it all: treat with high levels of active skin care ingredients; moisturize and smooth dehydrated skin; prime and perfect skin’s surface; camouflage and color correct the skin tone; and protect skin from the sun with SPF. They can be used as a last step for their skin care benefits or used on their own as an instant beautifier. 

This product is oil-free, dermatologist-tested, and non-acnegenic. ","Daywear Bb Cream Spf35+++ Division: El (Estee Lauder)Active Ingredients: Octinoxate 7.50% , Octisalate 4.00% , Oxybenzone 2.50% , Titanium Dioxide 1.10%Ingredients: Water\Aqua\Eau , Dimethicone , Butylene Glycol , Pentylene Glycol , Phenyl Trimethicone , Glyceryl Stearate , Behenyl Alcohol , Trioctyldodecyl Citrate , Polymethylsilsesquioxane , Octyldodecyl Stearoyl Stearate , Peg-40 Stearate , Polyglyceryl-10 Pentastearate , Gentiana Lutea (Gentian) Root Extract , Polygonum Cuspidatum Root Extract , Thermus Thermophillus Ferment , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Fumaria Officinalis Flower/Leaf/Stem Extract , Citrus Medica Limonum (Lemon) Fruit Extract , Hydrolyzed Rice Bran Extract , Laminaria Saccharina Extract , Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Artemia Extract , Vitis Vinifera (Grape) Seed Extract , Triticum Vulgare (Wheat) Germ Extract , Cholesterol , Caffeine , Propylene Glycol Stearate , Octyldodecyl Neopentanoate , Polyglyceryl-6 Polyricinoleate , Tocopheryl Acetate , Sucrose , Glycerin , Sodium Stearoyl Lactylate , Linoleic Acid , Lecithin , Squalane , Sodium Pca , Urea , Isopropyl Titanium Triisostearate , Ergothioneine , Sodium Dehydroacetate , Tetrahexyldecyl Ascorbate , Polysorbate 20 , Sorbitan Laurate , Sodium Hyaluronate , Citric Acid , Propylene Glycol Laurate , Glycyrrhetinic Acid , Trehalose , Polyquaternium-51 , Hydrogenated Lecithin , Fumaric Acid , Alumina , Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Cyclodextrin , Nordihydroguaiaretic Acid , Ascorbyl Tocopheryl Maleate , Xanthan Gum , Stearic Acid , Silica , Fragrance (Parfum) , Ethylbisiminomethylguaiacol Manganese Chloride , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Disodium Edta , Phenoxyethanol , Chlorphenesin , [+/- Titanium Dioxide (Ci 77891) , Zinc Oxide (Ci 77947) , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Yellow 5 Lake (Ci 19140) , Chromium Oxide Greens (Ci 77288) , Mica , Ferric Ferrocyanide (Ci 77510) , Chromium Hydroxide Green (Ci 77289) , Carmine (Ci 75470) , Bismuth Oxychloride (Ci 77163) , Blue 1 Lake (Ci 42090)] "
Givenchy,Teint Couture Blurring Foundation Balm Broad Spectrum 15,$45.00 ,SIZE 1 oz,4.4 / 5 stars,"Coverage: 
? Medium 

Skin type: 
? Normal 
? Combination 
? Oily 

Finish: 
? Natural 

SPF: 
- 15 

What it is: 
	A blurring fluid foundation balm that smooths and unifies for a fresh, glowing finish. 

What it does: 
The texture of a balm offers a the feel of a second skin. This soft, light, and delicate melt-in texture glides on to fuse with the curves of the face. It contains no greasy oil, but rather an exclusive selection of volatile components that vanish on application, leaving an imperceptible veil. The complexion is smoothed and perfectly even for up to 12 hours. The Light and Blur Complex with diamond powder visibly erases all imperfections and fine lines, giving the skin a look of pure and natural radiance. The complexion is lightly corrected, with a lightweight feeling. 

 Givenchy laboratories have developed an original synergy of skincare ingredients to guarantee optimal comfort and skin protection.Hydro magnets work to capture and keep water molecules and preserve skin’s optimal moisture level. Vitamin E and a Jasmine Flower extract help offer the skin antioxidant defenses, protecting from daily aggressors. Skin is also safeguarded by sun filters that address the signs of photo-aging. 

What it is formulated WITHOUT: 
- Parabens 

Research results: 
In a self-evaluation carried out by 30 women over 4weeks: 
-Participants agreed the complexion is smoothed and perfectly even for up to 12 hours ",N/A
LANEIGE,BB Cushion Pore Blur,$38.00 ,SIZE 0.5 oz/ 15 g x 2,3.9 / 5 stars,"Which skin type is it good for? 
? Normal 
? Oily 
? Combination 
? Sensitive 

What it is: 
 A pore perfecting version of LANEIGE's award-winning BB Cushion, this lightweight, oil-absorbing formula targets shine for a semi-matte, soft-focus finish. 

Solutions for: 
- Dullness and uneven texture 
- Pores 
- Oiliness 

If you want to know more… 
This innovative version of LANEIGE's popular BB Cushion blurs the look of pores and imperfections for instant flawlessness. Broad spectrum SPF 50 helps protect from UVA/UVB rays, while the oil-minimizing powder imparts a semi-matte, soft-focus finish. A Pore Minisizing™ blend of Pine Needle and Mint Water keeps your skin looking fresh. The foundation features an exclusive Skin Fit air cushion and dense antimicrobial applicator for a thin, even layer of coverage every time. Just apply it whenever and wherever you want, without any buildup. It also includes a full size refill and additional applicator puff for seamless coverage. 

What it is formulated WITHOUT: 
- Parabens 
- Phthalates 

What else you need to know: 
 This product is dermatologist tested. LANEIGE does not test ingredients or products on animals.","-Octinoxate 7% 
-Titanium Dioxide 4.15% 
-Zinc Oxide 9.8% 

Water, Cyclopentasiloxane, Methyl Trimethicone, Iron Oxides (CI 77492), Dicaprylyl Carbonate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Cyclohexasiloxane, Niacinamide, Nylon-12, HDI/Tr"
STELLAR,Limitless Foundation,$38.00 ,SIZE 1.01 oz/ 30 mL,4.2 / 5 stars,"Coverage: 
? Full 
? Medium 

Skin type: 
? Normal 
? Combination 

Finish: 
? Radiant 

What it is: 
A highly pigmented, medium-coverage foundation that easily provides builable, full coverage where needed. 

What it does: 
 Limitless Foundation delivers to all skintones, and its shade range focuses on medium skintones with extensive shades based on undertones. Incredibly lightweight, it provides natural-looking, all-day wear and a radiant finish. Its buildable, blendable, oil-free formula smooths on like a second skin, concealing discoloration and hyper-pigmentation for a professionally retouched look. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
 Blending colors, or foundations that go ashy and mask-like, or oxidize after a few hours of wear are a thing of the past. Choose your shade based on Color IQ, or find your Color IQ on Sephora.com, working backwards with the brand you are presently wearing. Get the right shade by looking at the undertone of the shade that Color IQ directs you to. If it isn't your undertone, look just to the left and right of it. These shades are not darker or lighter. They are in the same color family with different undertones. Choose the shade that emphasizes your undertone-yellow, olive, pink, peach, deep peach, or red. 

 This product is vegan, cruelty-free, and free of fragrance and mineral oil. ","Water, Cyclopentasiloxane, Glycerin, Phenyl Trimethicone, Dimethicone, Trimethylsiloxysilicate, Polymethyl Methacrylate, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Isododecane, PEG/PPG-18/18 Dimethicone, Butylene Glycol, Sodium Chloride, PEG-10 Dimethicone, Phenoxyethanol, Polysilicone-11, Sorbitan Sesquioleate, Tribehenin, Propylene Carbonate, Triethoxycaprylylsilane, Disodium EDTA. May Contain: Iron Oxides (CI 71491, CI 71492, CI 71499), Titanium Dioxide (CI 77891)."
CLINIQUE,Age Defense BB Cream Broad Spectrum SPF 30,$39.00 ,SIZE 1.4 oz,3.9 / 5 stars,"What it is:
A powerful balm to perfect the appearance of skin. 

What it is formulated to do:
- Antioxidants to prevent and banish imperfections 
- Features SPF 30 sun protection 
- Comes in four shades 

This instant morning routine gives skin just about everything it needs for a quick start: SPF protection, antioxidants for prevention, and just enough coverage to banish imperfections. In addition to these beneficial factors, it makes the perfect primer, too. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

What else you need to know:
Beauty Balms or BB Creams were originally developed as a perfect post-procedure cream used to treat, hydrate, prime, protect, and camouflage the skin. Great for all skin types including those with sensitive skin, these versatile “five-in-one” formulas are designed to do it all: treat with high levels of active skin care ingredients; moisturize and smooth dehydrated skin; prime and perfect skin’s surface; camouflage and color correct the skintone; and protect skin from the sun with SPF. They can be used as a last step for their skin care benefits or used on their own as an instant beautifier. 

Complexions with very fair to pink undertones, use Shade 01. Very fair, moderately fair, and golden undertones, use Shade 02. Moderately fair to medium complexions with golden undertones, use Shade 03. Golden to deeper skin tones, use Shade 04.","Octinoxate 7.50% , Octisalate 4.40% , Titanium Dioxide 3.50% , Zinc Oxide 2.20%Water\Aqua\Eau , Octyldodecyl Neopentanoate , Butylene Glycol , Dimethicone , Propanediol , Glyceryl Stearate , Behenyl Alcohol , Peg-40 Stearate , Polyglyceryl-10 Pentastearate , Phenyl Trimethicone , Polymethylsilsesquioxane , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Triticum Vulgare (Wheat) Germ Extract , Laminaria Saccharina Extract , Linoleic Acid , Oryzanol , Squalane , Caffeine , Hydrogenated Lecithin , Sucrose , Glycerin , Polyquaternium-51 , Lecithin , Sodium Stearoyl Lactylate , Polyglyceryl-6 Polyricinoleate , Sodium Pca , Isopropyl Titanium Triisostearate , Trehalose , Urea , Tocopheryl Acetate , Sodium Hyaluronate , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Xanthan Gum , Glycyrrhetinic Acid , Stearic Acid , Alumina , Silica , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Disodium Edta , Chlorphenesin , Sodium Dehydroacetate , Phenoxyethanol , [+/- Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Mica] "
Dior,Capture Totale Dreamskin Perfect Skin Cushion Broad Spectrum SPF 50,$82.00 ,SIZE 0.5 oz/ 15 g,4.2 / 5 stars,"Which skin type is it good for? 
? Normal 
? Oily 
? Combination 
? Dry 
? Sensitive 

What it is: 
A compact of tinted skin care that blurs imperfections and helps to minimize visible signs of aging while you're on the go, leaving skin looking flawless and luminous while protecting with SPF 50. 

Solutions for: 
- Uneven skin tone 
- Dullness and uneven texture 
- Pores 

If you want to know more… 
This complexion perfector features the correcting power of Dreamskin within a portable case to activate, enhance, and protect skin. Upon application, its luxurious texture perfectly fuses with the skin to unify in transparency and improve the appearance of redness, shine, and pores. Skin is left refreshed, luminous, and beautiful. 

What else you need to know:
To create this revolutionary formula, Dior Science combined two powerful, active ingredients from the Dior Gardens: longoza and opilia. These potently natural active ingredients contain antiaging and protective properties that combat lines, dark spots, redness, and lack of glow. Cultivated in the Dior Gardens in Madagascar, longoza is an orange-red fruit encapsulating regenerative active powers that support the natural regeneration of skin cells. Opilia comes from the Dior Gardens in Burkina Faso, beautifying and perfecting the balance of the skin. ",N/A
AMOREPACIFIC,MOISTURE BOUND Tinted Treatment Moisturizer SPF 15,$70.00 ,SIZE 1.7 oz/ 50 mL,4.2 / 5 stars,"Which skin type is it good for? 
? Normal 
? Combination 
? Dry 
? Sensitive 

What it is: 
 A multitasking moisturizer that offers sheer coverage, free radical defense, and UV protection to address the early signs of aging. 

Solutions for: 
- Dryness 
- Fine lines and wrinkles 
- Dark spots and uneven skin tone 

If you want to know more… 
AmorePacific’s Moisture Bound Tinted Treatment Moisturizer SPF 15 is the ultimate multitasker for complexion perfection. The lightweight cream has a hint of color to diminish the appearance of skin imperfections, as well as SPF 15 to help discourage the formation of future dark spots, wrinkles, and fine lines. Powered by deeply hydrating bamboo sap and a radiance-boosting blend of ginger, carrot, and panax ginseng, the treatment formula also works to optimize hydration levels and impart a youthful glow. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
 AmorePacific creates luxury high performance skincare, utilizing the power of Asian botanicals. Green tea is grown and harvested by the brand and utilized in its potent formulas, along with other rare ingredients like bamboo sap, pine mushroom, and red ginseng.","-Ethylhexyl Methoxycinnamate 7% 
-Titanium Dioxide 4.15% 
-Zinc Oxide 9.8% 

Phyllostachis Bambusoides Juice, Methyl Trimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Ethylhexyl Methoxycinnamate, Glycerin, C12-15 Alkyl Benzoate, Bi"
CLINIQUE,Superbalanced Silk Makeup Broad Spectrum 15,$26.00 ,SIZE 1 oz/ 30 mL,3.9 / 5 stars,"Coverage: 
? Sheer 

Skin type: 
? Dry 
? Combination 
? Oily 

Finish: 
? Natural 

What it is: 
An ultra-fluid, silky foundation that controls oil, yet hydrates where needed. 

What it does: 
 Smooth on silk-enriched makeup coverage with Clinique’s Superbalanced Silk Makeup Broad Spectrum 15. This foundation is blends gently and evenly into skin and provides sheer-to-medium coverage with a natural-matte finish. 

What it is formulated WITHOUT: 
- Parabens 
- Sulfates 
- Phthalates 

What else you need to know: 
This product is allergy tested, non-acnegenic, dermatologist tested, water-, sweat-, and humidity-resistant, and it is free of fragrance, formaidehyde, formaidehyde resin, toluene, DBP (dibutyl Phthlate), and camphor. ","Octinoxate 7.0% , Octisalate 4.5% , Titanium Dioxide 7.8% , Zinc Oxide 1.9%Dimethicone , Water\Aqua\Eau , Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer , Peg-10 Dimethicone , Butylene Glycol , Phenyl Trimethicone , Isododecane , Isodecyl Isononanoate , Alcohol Denat. , Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone , Dimethicone Silylate , Laminaria Saccharina Extract , Silk Powder\Serica\Poudre De Soie , Sodium Hyaluronate , Triethoxycaprylylsilane , Sorbitan Sesquioleate , Tocopheryl Acetate , Propylene Carbonate , Polysilicone-11 , Lecithin , Laureth-7 , Disteardimonium Hectorite , Silica , Dimethicone/Peg-10/15 Crosspolymer , Sodium Chloride , Xanthan Gum , Tetrasodium Edta , Phenoxyethanol , [+/- Mica , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499)] "
Givenchy,Teint Couture Long-Wearing Fluid Foundation Broad Spectrum SPF 20,$51.00 ,SIZE 0.8 oz,4.5 / 5 stars,"Coverage: 
? Medium 

Skin type: 
? Normal 
? Combination 
? Oily 

Finish: 
? Natural 

SPF: 
- 20 

What it is: 
	A long-wearing, comfortable fluid foundation that provides made-to-measure natural-looking, radiant coverage. 

What it does: 
 Teint Couture Fluid's lightweight and long-wearing texture glides over the skin to diffuse imperfections and impart a luminous, smoothing veil. Its fine and silky formula provides custom coverage with a satin finish while a Hydro-Magnets Complex moisturizes and a magnetic polymer provides a long-wearing effect. 

What it is formulated WITHOUT: 
- Parabens ","-Titanium Dioxide 2.92%

Water, Methyl Trimethicone, Dimethicone, Alcohol, PEG-9 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Isododecane, Butylene Glycol, Silica, Acrylates/Dimethicone Copolymer, Polymethyl Methacrylate, Phenoxyethano"
CLINIQUE,Chubby in the Nude Foundation Stick,$25.00 ,SIZE 0.21 oz,4.2 / 5 stars,"What it is: 
A creamy stick foundation for full-face application and touch-ups that achieves Instant perfection on the go. 

What it does: 
 This flexible foundation offers portable perfection from full-face coverage to bare-minimum touch-ups. Creamy, moisturizing, and oil-free, this foundation stick blends easily and builds from sheer to moderate coverage with a long-wearing, natural finish. 

What it is formulated WITHOUT: 
- Parabens 

What else you need to know: 
 Shades: Alabaster, Ivory, Cream Chamois, Golden Neutral, Neutral, Vanilla, Beige, Golden, Amber, Clove. ","Isodecyl Isononanoate , Kaolin , Polyethylene , Propylene Glycol Dicaprylate/Dicaprate , Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla , Bis-Diglyceryl Polyacyladipate-2 , Squalane , Hdi/Trimethylol Hexyllactone Crosspolymer , Ozokerite , Ceresin , Hydrogenated Polyisobutene , Octyldodecanol , Phytosteryl Isostearate , Oryzanol , Lauryl Pca , Tocopheryl Acetate , Lauroyl Lysine , Lecithin , Synthetic Beeswax , Caprylyl Glycol , Ethylene/Propylene/Styrene Copolymer , Disteardimonium Hectorite , Propylene Carbonate , Butylene/Ethylene/Styrene Copolymer , Silica , [+/- Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499) , Titanium Dioxide (Ci 77891) , Mica] "
stila,Illuminating Powder Foundation,$28.00 ,SIZE 0.34 oz/ 10 g,4.3 / 5 stars,"Coverage:
? Medium

Finish:
? Radiant 

What it is:
 A velvety powder foundation. 

What it does:
This powder foundation leaves a luminous, transparent finish while protecting skin with SPF 12. Apply dry for light coverage or damp for more complete coverage. 

What else you need to know:
Compact sold separately. ",N/A
Wander Beauty,Flash Focus Hydrating Foundation Stick,$40.00 ,SIZE 0.32 oz/ 9.07 g,4.0 / 5 stars,"Coverage:
? Medium

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Radiant

What it is:
A hydrating foundation stick enriched with a special blend of skin care ingredients that glide effortlessly onto skin.

What it does:
The Flash Focus Hydrating Foundation Stick glides easily onto the skin for a flawless, smooth finish. Perfect for all skin types, the buildable, lightweight formula calms redness and reduces discoloration. Portable and precise, it is easy to apply on-the-go. Versatile enough to deliver sheer, medium or full coverage that looks natural, this creamy formula can be used for spot treating imperfections or all-over coverage from day to night. Its unique complex of coconut oil, hyaluronic, and vitamins C and E deeply hydrate your skin, locking in moisture and leave a youthful-looking, perfect complexion.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
 ""For me, achieving even-toned, healthy skin is the best way to enhance your natural beauty and boost your confidence. Our proprietary complex of hydrating emollients deliver moisture that lasts all day long with a versatile amount of coverage depending on your personal preference. The buildable formula is perfect for quick touch ups on-the-go. Finally, makeup that multitasks as much as you do.""—Lindsay Ellingson, Co-founder and Creative Director

This product is cruelty-free and does not contain mineral oil, fragrance, or gluten.","-Coconut Oil: Moisturizes skin with antioxidant benefits. 
-Sodium Hyaluronate: Hydrates the skin and reduces the appearance of fine lines and wrinkles. 
-Vitamins C and E: Deliver long-lasting emollients and protection against dryness. 

Hydrogenated"
TOM FORD,Traceless Foundation Broad Spectrum SPF 15,$85.00 ,SIZE 1 oz/ 30 mL,4.6 / 5 stars,"Coverage:
? Medium

Skin type:
? Sensitive
? Normal
? Dry
? Combination
? Oily

Finish:
? Radiant

SPF:
- 15

What it is:
 An extremely lightweight and luminous liquid foundation featuring the skin-nourishing TOM FORD infusing complex.

What it does:
This foundation features micronized pigments to achieve seamless and undetectable coverage, while the Infusing Complex nurtures the skin and helps support natural cellular vitality. The foundation offers sheer to medium coverage with a luminous finish. SPF broad spectrum sun protection shields skin from UVA/UVB damage.

Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com to get personalized advice on how to use this product or assistance with any Tom Ford product",Octinoxate 2.20%Ingredients
Marc Jacobs Beauty,Marvelous Mousse Transformative Oil–Free Foundation,$55.00 ,SIZE 0.63 oz,3.9 / 5 stars,"What it is: 
 A rich and creamy, full-coverage, transformative mousse foundation 

What it does: 
 Reveal skin’s ideal complexion with this nutrient-rich, full-coverage foundation that transforms from a lightweight creamy mousse into a matte, feather-light powder for a flawless finish. Infused with hydrating ingredients like coconut water and amino acids, this formula derives its velvety texture and transformative properties from Marc’s exclusive Melt-On™ technology. 

What else you need to know: 
 The secret to Marc Jacobs’ proprietary Melt-On™ Technology is an innovative blend of dynamic ingredients—including Sweet Orange extract—that enable the formula to glide on smoothly, melt on contact, and transform into a featherweight, full-coverage powder. This product is an Allure Best of Beauty winner. ","-Coconut Water and Vitamin extracts: Maintain optimal moisture levels. 
-Indian Ginseng: Soothes the skin. 
-Amino acids: Improve the skin’s ability to stay hydrated. 
-Mineral Oil Free. "
Estée Lauder,Double Wear Light Stay-in-Place Makeup,$42.00 ,N/A,4.4 / 5 stars,"Coverage:
? Sheer

Finish:
? Radiant 

What it is:
 A 15-hour wear, lightweight foundation that leaves skin looking naturally vibrant. 

What it does: 
 Smooth on this oil-controlling foundation for sheer, smudge-resistant makeup that stays on through heat and humidity. An oil-free makeup, it delivers carefree coverage and keeps skin looking fresh and comfortable throughout the day. 

What it is formulated WITHOUT:
- Parabens
- Phthalates 

What else you need to know:
 This photo-friendly product is fragrance-free, dermatologist-tested, non-acnegenic, and won't clog pores. ","Double Wear Light Mu Non Otc Division: El (Estee Lauder)Ingredients: Water\Aqua\Eau , Cyclopentasiloxane , Trimethylsiloxysilicate , Butylene Glycol , Trimethyl Pentaphenyl Trisiloxane , Phenyl Trimethicone , Silica , Magnesium Sulfate , Polyglyceryl-3 Diisostearate , Tribehenin , Peg-10 Dimethicone , Bis-Peg/Ppg-14/14 Dimethicone , Ethylhexylglycerin , Phenyl Methicone , Sodium Hyaluronate , Dimethicone , Polyglyceryl-4 Isostearate , Laureth-7 , Glycerin , Polymethylsilsesquioxane , Hexyl Laurate , Cetyl Peg/Ppg-10/1 Dimethicone , Chamomilla Recutita (Matricaria) , Disteardimonium Hectorite , Methicone , Propylene Carbonate , Tetramethyl Hexaphenyl Tetrasiloxane , Cellulose Gum , Xanthan Gum , Dimethicone Silylate , Tocopheryl Acetate , Alumina , Sorbic Acid , Chlorphenesin , Phenoxyethanol , [+/- Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891) , Mica , Bismuth Oxychloride (Ci 77163) , Ferric Ammonium Ferrocyanide (Ci 77510)] "
stila,Perfectly Poreless Putty Perfector,$39.00 ,SIZE 0.38 oz/ 10 g,4.0 / 5 stars,"What it is:
An innovative, hybrid skin perfector that's a traditional pressed powder and a cream foundation. 

What it does:
Stila’s Perfectly Poreless Putty Perfector offers the best of a traditional pressed powder and a cream foundation in one. This weightless, invisible formula features natural-looking coverage while it smoothes the look of skin, blurs imperfections, and can be worn alone, layered on top of foundation, or used for touch-ups on the go. Smudgeproof and waterproof, this foundation is long-lasting and ensures complexion perfection from morning to midnight. 

What it is formulated WITHOUT:
- Parabens
- Sulfates 
- Phthalates 

What else you need to know:
Perfect for all skin types, those with oil-prone skin will love this oil-free formula, which leaves skin looking matte, dewy, and fresh. For those with drier skin tones, the unique texture will not settle into fine lines or feel cakey on the skin. Simply tap, pat, and blend for full-face perfection.",N/A
Giorgio Armani Beauty,Maestro Glow Nourishing Fusion Makeup,$64.00 ,SIZE 1 oz/ 30 mL,3.9 / 5 stars,"What it is: 
A foundation infused with oil and pure pigments for sheer coverage and a lasting glow. 

What it does: 
 This newest innovation from Giorgio Armani brings nourishment and glow to the weightlessness of Armani Maestro Fusion Foundation. This formula is a bi-phase elixir that provides a lasting glow. Formulated with oils fused with pure pigments, it provides sheer coverage and sun protection. ",N/A
